username,text,replies,retweets,quotes,likes,url,timestamp,Merged Hashtags.1,Merged Tweet Mentions
@bsnl_ap_circle,"The day is an opportunity for individuals, communities, and nations to engage in activities that promote #peace and understanding. #InternationalDayOfPeace #PeaceDay #BSNL #G20India
@UN #joinBSNLfamily",0,3,0,6,https://twitter.com/bsnl_ap_circle/status/1704740847412031701,9/21/2023,#peace #InternationalDayOfPeace #PeaceDay #BSNL #G20India #joinBSNLfamily            ,UN                                     
@BJP4India,"?????? ?? ?? ???? ????? ?? ???? ????? ???? ??...

Prime Minister Shri Narendra Modi along with world leaders unite at the Rajghat to pay homage to Mahatma Gandhi, a revered icon of peace, compassion, service and non-violence. 

#G20India",161,1136,41,3684,https://twitter.com/BJP4India/status/1700744651358302607,9/10/2023,#G20India                 ,                                     
@ExpressGilo,"As he flies to #G20India PM @RishiSunak speaks exclusively to the Daily Express, saying: 'The potential of the UK knows no bounds. The naysayers were wrong – we’re open for business & investors around the world are flocking to seize the amazing opportunities we have to offer.'",122,126,10,1092,https://twitter.com/ExpressGilo/status/1699663966715220236,9/7/2023,#G20India                 ,RishiSunak                                     
@urbanaxisinfra,"Explore the promising real estate prospects unveiled at the recent G20 Summit in Delhi. Join the upward trajectory of the property market with Urban Axis.

#G20 #G20Summit #G20Summit2023 #G20Presidency #G20India #India #NarendramodiJi #DelhiSummit #G20SummitDelhi #RealEstate #Invest #PropertyInvestment #RealEstateSector #WhereHappinessFindsHome #UrbanAxis",0,0,0,0,https://twitter.com/urbanaxisinfra/status/1704876191642173561,9/21/2023,#G20 #G20Summit #G20Summit2023 #G20Presidency #G20India #India #NarendramodiJi #DelhiSummit #G20SummitDelhi #RealEstate #Invest #PropertyInvestment #RealEstateSector #WhereHappinessFindsHome #UrbanAxis   ,                                     
@LThungem,"\Whenever #MeiraPaibis have blocked the roads , it ignited violence in #Manipur. Now with the demand for release of such terrorists, is there anything coming up?
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur",0,0,0,0,https://twitter.com/LThungem/status/1704876006631444988,9/21/2023,#MeiraPaibis #Manipur #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur        ,                                     
@BJP4India,"The reasons India's G20 Presidency is being hailed as one of the most successful in history! 

#G20India",96,1082,13,3398,https://twitter.com/BJP4India/status/1700549261157671192,9/9/2023,#G20India                 ,                                     
@LThungem,"Torches in hands backed up by sophisticated weapons of terrorist....what a drama by #MeiraPaibis
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,0,0,0,https://twitter.com/LThungem/status/1704874864778375302,9/21/2023,#MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving       ,                                     
@pradipsinhbjp,"PM Shri @narendramodi ji warmly invites President @_AfricanUnion & Comoros Azali Assoumani to join other G20 leaders as African Union becomes a permanent member of the G20.

A key outcome of #G20India.",6,82,0,171,https://twitter.com/pradipsinhbjp/status/1700385301821280690,9/9/2023,#G20India                 ,narendramodi _AfricanUnion                                    
@apon_rengm18972,"Do #MeireaPaibis want such support of such terrorists and not the #ArmedForces of our Nation?
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,0,0,0,https://twitter.com/apon_rengm18972/status/1704874606300172346,9/21/2023,#MeireaPaibis #ArmedForces #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving      ,                                     
@Sentina86917788,"Now I understood why #MeiraPaibisMiltants is so trending on X
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,0,0,0,https://twitter.com/Sentina86917788/status/1704874445406687578,9/21/2023,#MeiraPaibisMiltants #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving       ,                                     
@SunilSinghiIND,"PM Shri @narendramodi ji holds bilateral talks with @POTUS ahead of the G20 Summit in New Delhi.

#G20India",1,111,0,134,https://twitter.com/SunilSinghiIND/status/1700169618265149486,9/8/2023,#G20India                 ,narendramodi POTUS                                    
@apon_rengm18972,"#MeiraPaibis want these terrorists who are arrested and also want no disturbance from the #ArmedForces.......What are they upto?
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,1,0,1,https://twitter.com/apon_rengm18972/status/1704871970440200446,9/21/2023,#MeiraPaibis #ArmedForces #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving      ,                                     
@Sentina86917788,#MeiraPaibis: As such you have spread enough violence in your own #Manipur.....now carrying it to #Delhi.....Please allow our #IndianGovernment to take few key decisions for our Nation's growth and prosperity#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames,0,0,0,0,https://twitter.com/Sentina86917788/status/1704871811077607537,9/21/2023,#MeiraPaibis #Manipur #Delhi #IndianGovernment #SaveManipur #G20India #SamvidhanSadan #AsiaGames          ,                                     
@menuotuoli70138,"#MeiraPaibis demanding release of terrorists is really shocking. Is there any link to abduction and killing of innocent soldiers
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,0,0,0,https://twitter.com/menuotuoli70138/status/1704871107348804044,9/21/2023,#MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving       ,                                     
@apon_rengm18972,"Blockades , Bandhs, Brewing violence what else is trending these days by #MeiraPaibis and their supporting clubs
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving",0,1,0,0,https://twitter.com/apon_rengm18972/status/1704870765911572925,9/21/2023,#MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought #InternationalDayOfPeace #Manipur #PeaceDay #MindfulLiving       ,                                     
@SunilSinghiIND,"Hon'ble PM Shri @narendramodi ji has officially passed on the ceremonial gavel to President @LulaOficial of Brazil, symbolizing the transition of leadership for the upcoming #G20 Presidency. 

#G20India #G20Summit",0,78,0,104,https://twitter.com/SunilSinghiIND/status/1700820122087326200,9/10/2023,#G20 #G20India #G20Summit               ,narendramodi LulaOficial                                    
@SunilSinghiIND,"The #G20 Heads of Delegations gathered at Rajghat today to pay a solemn tribute to Bapu. 

 #G20India",0,95,1,95,https://twitter.com/SunilSinghiIND/status/1700735192036438182,9/10/2023,#G20 #G20India                ,                                     
@SunilSinghiIND,"PM Shri @narendramodi ji's remarks during Session-2 on 'One Family' at Bharat Mandapam. 

#G20India",0,98,0,93,https://twitter.com/SunilSinghiIND/status/1700458491444596844,9/9/2023,#G20India                 ,narendramodi                                     
@SunilSinghiIND,"“One Earth, One Family, One Future”

India welcomes the African Union as a permanent member of the G20 Family.

Prime Minister Shri @narendramodi ji has cordially invited President @_AfricanUnion and Comoros Azali Assoumani,  to participate alongside other G20 leaders.

#G20India #ModiHaiTohMumkinHai",0,61,0,105,https://twitter.com/SunilSinghiIND/status/1700403355196203491,9/9/2023,#G20India #ModiHaiTohMumkinHai                ,narendramodi _AfricanUnion                                    
@SunilSinghiIND,"A #G20 of Jan Bhagidari ??????

An insightful article by EAM @DrSJaishankar ji highlighting how India has transformed an elite diplomatic event into a people’s event & a pan-national celebration.

#G20India 

?? timesofindia.indiatimes.com/…",0,58,0,100,https://twitter.com/SunilSinghiIND/status/1700347514413846759,9/9/2023,#G20 #G20India                ,DrSJaishankar                                     
@TendulkarBJP,"Our PM @narendramodi Ji grand reception at @BJP4India HQ, New Delhi.
#G20Summit ???? #G20India",0,60,0,108,https://twitter.com/TendulkarBJP/status/1702025912441782525,9/13/2023,#G20Summit #G20India                ,narendramodi BJP4India                                    
@HardeepSPuri,"A leader whose vision took development to the people, scripted the India Growth Story, brought the world together at the highly successful #G20India & took ???? to the moon & beyond!

These ratings reflect the popularity of PM @narendramodi Ji & people's love for him.",4,411,1,491,https://twitter.com/HardeepSPuri/status/1702899108795871297,9/16/2023,#G20India                 ,narendramodi                                     
@MinOfCultureGoI,"This special project, conceptualised by @MinOfCultureGoI for the G20 Leaders Summit 2023, is based on the theme of #VasudhaivaKutumbakam - One Earth. One Family. One Future. and is a part of the ‘Culture Unites All’ campaign by India’s G20 Culture Working Group.

#G20India",2,1,0,2,https://twitter.com/MinOfCultureGoI/status/1704864002533400721,9/21/2023,#VasudhaivaKutumbakam #G20India                ,MinOfCultureGoI                                     
@LThungem,"I strongly feel that there should be a central commission to investigate the role of #MeiraPaibis in #ManipurViolence
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought",0,0,0,0,https://twitter.com/LThungem/status/1704861762703818976,9/21/2023,#MeiraPaibis #ManipurViolence #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought          ,                                     
@MyEquation_in,"The G20 New Delhi Summit is where leaders from 20 countries unite to discuss global economic challenges.

Your thoughts on their efforts towards greater international cooperation? 
For more such great content follow @myequation
#G20 #G20India #NewDelhi #Summit2023",0,0,0,0,https://twitter.com/MyEquation_in/status/1704859177477378528,9/21/2023,#G20 #G20India #NewDelhi #Summit2023              ,MyEquation                                     
@BJP4Goa,India's Digital Revolution is truly transformative! #G20India #digitalpayments #upi,1,4,0,15,https://twitter.com/BJP4Goa/status/1701848647632400894,9/13/2023,#G20India #digitalpayments #upi               ,                                     
@AshwiniVaishnaw,"Bharat and United States committed to co-develop 6G technology.

#G20India",208,2478,31,14223,https://twitter.com/AshwiniVaishnaw/status/1700557321896890454,9/9/2023,#G20India                 ,                                     
@ongoiphom9833,"#MeiraPaibis violence has reached #JantarMantar.....Please spread #Peace not #Violences
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought",0,0,0,0,https://twitter.com/ongoiphom9833/status/1704854005556633875,9/21/2023,#MeiraPaibis #JantarMantar #Peace #Violences #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought        ,                                     
@maomenla67643,"Soldiers of #AssamRifles , #IndianArmy and all #CAPF are putting blood and sweat for #Peace in #Manipur and #MeiraPaibis are busy in adding on to the existing Violence.
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought",0,0,0,0,https://twitter.com/maomenla67643/status/1704852976136057057,9/21/2023,#AssamRifles #IndianArmy #CAPF #Peace #Manipur #MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought      ,                                     
@YemtenL60759,"Can't you resolve things peacefully #MeiraPaibis
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought",0,0,0,0,https://twitter.com/YemtenL60759/status/1704852285648732476,9/21/2023,#MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought           ,                                     
@lenla36533,"#MeiraPaibis have become threat to national security by preforming such acts
#Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought",0,0,0,0,https://twitter.com/lenla36533/status/1704851590925177079,9/21/2023,#MeiraPaibis #Manipur #SaveManipur #G20India #SamvidhanSadan #AsiaGames #Wednesdaythought           ,                                     
@MinOfCultureGoI,"Discover more about Darasuram through the #MeraGaonMeriDharohar online portal!  

To know more about the vibrant villages of India, visit mgmd.gov.in now!  

#VillageHeritage #IncredibleIndia #AmritMahotsav #G20India #CultureUnitesAll

(2/2)",0,3,0,6,https://twitter.com/MinOfCultureGoI/status/1704476300705214524,9/20/2023,#MeraGaonMeriDharohar #VillageHeritage #IncredibleIndia #AmritMahotsav #G20India #CultureUnitesAll            ,                                     
@MPTourism,"Khajuraho's cultural tapestry and architectural wonders came alive as the moonlit night unfolded.

The Lalit Temple View hosted a culinary masterpiece, showcasing Madhya Pradesh's millet-based delights. 

#g20bharatsummit #G20India 
.
.
#madhyapradesh #mptourism #IncredibleIndia",2,4,0,17,https://twitter.com/MPTourism/status/1704839142612287955,9/21/2023,#g20bharatsummit #G20India #madhyapradesh #mptourism #IncredibleIndia             ,                                     
@MinOfCultureGoI,"The temples in Karnataka are embellished with intricate & ornate stone carvings that have gained them the proud title as India's 42nd #UNESCO World Heritage Site. 

#CultureUnitesAll #G20India #AmritMahotsav

(2/2)",0,2,0,7,https://twitter.com/MinOfCultureGoI/status/1704102809669616065,9/19/2023,#UNESCO #CultureUnitesAll #G20India #AmritMahotsav              ,                                     
@MinOfCultureGoI,"Let's celebrate our country's creative genius & architectural mastery as India's stunning #Hoysala temples from the 12th-13th century get incribed as a #UNESCOWorldHeritageSite.

#CultureUnitesAll #G20India #AmritMahotsav

(1/2)",2,23,1,64,https://twitter.com/MinOfCultureGoI/status/1704102805047595231,9/19/2023,#Hoysala #UNESCOWorldHeritageSite #CultureUnitesAll #G20India #AmritMahotsav             ,                                     
@Arvindharmapuri,"???? @narendramodi ?? ???? ??????? ????? ????..

Listen to what the UK Prime Minister @RishiSunak says about his equation with PM Modi.

#G20India",11,95,2,475,https://twitter.com/Arvindharmapuri/status/1700358955766268177,9/9/2023,#G20India                 ,narendramodi RishiSunak                                    
@apcoworldwide,Rahul Sharma shares business opportunities and outcomes from the recent #G20 meetings in India. Get these insights and more from around the world in the latest edition of the APCO Geopolitical Radar: apcoworldwide.com/work/propr… #apcoagr #geopolitics #g20india #geocommerce,0,1,0,2,https://twitter.com/apcoworldwide/status/1704601971939070447,9/21/2023,#G20 #apcoagr #geopolitics #g20india #geocommerce             ,                                     
@JSCIRES,"New Issue Online  Journal of #Scientometric Research, 2023, 12(2) 
#JSCIRES #Bibliometrics #OpenScience #G20India #Scientometrics #ScienceDiplomacy #STI
#OA Download: jscires.org/v12/i2",0,8,0,1,https://twitter.com/JSCIRES/status/1700939972084445393,9/11/2023,#Scientometric #JSCIRES #Bibliometrics #OpenScience #G20India #Scientometrics #ScienceDiplomacy #STI #OA         ,                                     
@byadavbjp,"This is the time for all of us to walk together!

Therefore, the mantra of 'Sabka Saath, Sabka Vikas, Sabka Vishwas, Sabka Prayas' can become a guiding light for us all.

#G20India",24,967,2,1282,https://twitter.com/byadavbjp/status/1700397670274404581,9/9/2023,#G20India                 ,                                     
@mygovindia,"Ready for a digital adventure? 

Discover G20's Digital India Expo and witness a virtual journey through India's digital transformation, featuring Aadhaar, UPI, Bhashini, DigiLocker, ONDC, and G.I.T.A.

#G20 #G20India https://https://twitter.com/i/web/status/1700197555534180413",8,104,2,342,https://twitter.com/mygovindia/status/1700197555534180413,9/8/2023,#G20 #G20India                ,                                     
@nsitharamanoffc,Smt @nsitharaman hosted the #G20 Finance Ministers and Heads of International Organisations over dinner ahead of the #G20 #LeadersSummit in New Delhi. @g20org #G20India,54,611,14,3949,https://twitter.com/nsitharamanoffc/status/1700188850746962227,9/8/2023,#G20 #G20 #LeadersSummit #G20India              ,nsitharaman g20org                                    
@sshanmugavel,"None from @WhiteHouse will answer bcos

ITS ALL #ADANI ??????

#G20India
@JoeBiden @RishiSunak @adarshdevaraj @sardesairajdeep @ravishndtv @DeepakSEditor @sherryontopp @RahulGandhi @FreedaNicholas @Pawankhera @sampitroda @RahulGandhi #????????????????????????????????
#INDIA
#????????????????????????????????????????????????????????????????????????????????????????
@kharge @ArvindKejriwal
@mkstalin @thirumaofficial @MamataOfficial @mdmkofficial @NitishKumar @yadavakhilesh @OfficeofUT @HemantSorenJMM @yadavtejashwi @PawarSpeaks
@adkamerawadi @OmarAbdullah @SitaramYechury @ComradeDRaja @Dipankar_cpiml @PremachandranNk @aifbcentral
@ereswaranoffl @jawahirullah_MH
@iumlofficial @JoseKMani_KCM @INCIndia @INCOverseas",9,4,0,3,https://twitter.com/sshanmugavel/status/1700379771757375750,9/9/2023,#ADANI #G20India #???????????????????????????????? #INDIA #????????????????????????????????????????????????????????????????????????????????????????             ,WhiteHouse JoeBiden RishiSunak adarshdevaraj sardesairajdeep ravishndtv DeepakSEditor sherryontopp RahulGandhi FreedaNicholas Pawankhera sampitroda RahulGandhi kharge ArvindKejriwal mkstalin thirumaofficial MamataOfficial mdmkofficial NitishKumar yadavakhilesh OfficeofUT HemantSorenJMM yadavtejashwi PawarSpeaks adkamerawadi OmarAbdullah SitaramYechury ComradeDRaja Dipankar_cpiml PremachandranNk aifbcentral ereswaranoffl jawahirullah_MH iumlofficial JoseKMani_KCM INCIndia INCOverseas
@APSClementTown,"Awesome evening to all.
#internationaldayofpeace2023 #InternationalShantiDiwas2023 #PeacefulWorld #AWES #cbse #SuryaCommand #GlobalGoals #G20India",0,0,0,0,https://twitter.com/APSClementTown/status/1704831606169743704,9/21/2023,#internationaldayofpeace2023 #InternationalShantiDiwas2023 #PeacefulWorld #AWES #cbse #SuryaCommand #GlobalGoals #G20India          ,                                     
@InfoSecAwa,"Tips to #StaySafeOnline ????
Visit: staysafeonline.in
#cybersecuritytips #G20India #G20Summit #g20org
@GoI_MeitY @_DigitalIndia @g20org @mygovindia @NeGD_GoI @MEAIndia
@IndianEmbRiyadh @IndianDiplomacy",0,1,0,1,https://twitter.com/InfoSecAwa/status/1704808985000550786,9/21/2023,#StaySafeOnline #cybersecuritytips #G20India #G20Summit #g20org             ,GoI_MeitY _DigitalIndia g20org mygovindia NeGD_GoI MEAIndia IndianEmbRiyadh IndianDiplomacy                              
@InfoSecAwa,"Your safety should always be your priority??? 
#staysafeonline #cybersecurity #g20india #g20org #g20summit #ssoindia #meity #mygovindia #india #WorldAlzheimersDay #InternationalDayOfPeace",0,1,0,2,https://twitter.com/InfoSecAwa/status/1704827872018669974,9/21/2023,#staysafeonline #cybersecurity #g20india #g20org #g20summit #ssoindia #meity #mygovindia #india #WorldAlzheimersDay #InternationalDayOfPeace       ,                                     
@ImphalAPD,"We are One Earth, One Family, and we share One Future.
AAI Imphal airport joined #G20India showcasing various #G20 creatives on #FIDS and creating awareness among all stakeholders and passengers..",0,0,0,1,https://twitter.com/ImphalAPD/status/1704829353358688706,9/21/2023,#G20India #G20 #FIDS               ,                                     
@BJP4Andhra,"India continues it's Knock

#G20India",0,30,0,50,https://twitter.com/BJP4Andhra/status/1703636914929062198,9/18/2023,#G20India                 ,                                     
@Indiahandmade_,"#Madhubani artist Shanti Devi, whose paintings were chosen to be exhibited at #G20India and appreciated by #PMModi, is an inspiration to all artisans in #India
Support #artisans & preserve India's rich artistic heritage by buying from #Indiahandmade.",0,1,0,1,https://twitter.com/Indiahandmade_/status/1704826675421397394,9/21/2023,#Madhubani #G20India #PMModi #India #artisans #Indiahandmade            ,                                     
@MinOfCultureGoI,"Are you prepared to challenge your space expertise? 

Immerse yourself in the #Chandrayaan3MahaQuiz hosted on #MyGov and get a chance to win up to 6.25 lakh

Visit: mygov.in/chandrayaan3
#Chandrayaan #ISROQuiz #CultureUnitesAll #G20India #AmritMahotsav",1,6,0,23,https://twitter.com/MinOfCultureGoI/status/1704433450508603415,9/20/2023,#Chandrayaan3MahaQuiz #MyGov #Chandrayaan #ISROQuiz #CultureUnitesAll #G20India #AmritMahotsav           ,                                     
@UN_Women,"Women-led development is crucial for a gender equal world.

We commend the @g20org Ministerial Conference on Women’s Empowerment and @g20empower Summit under #G20India presidency for prioritising and advancing women's role in #GlobalGoals.

@PMOIndia @MinistryWCD @IndiaUNNewYork",24,46,1,109,https://twitter.com/UN_Women/status/1688643094210621440,8/8/2023,#G20India #GlobalGoals                ,g20org g20empower PMOIndia MinistryWCD IndiaUNNewYork                                 
@HydUniv,"Panel discussion on the G-20 Summit

India and the International

September 21, 2023 at 4PM in @HydUniv 

Google Meet link:
meet.google.com/fqu-ydcs-ssy
#harmonyproject #erasumus #G20SummitDelhi #G20Summit2023 #G20India",0,2,0,5,https://twitter.com/HydUniv/status/1704772524972863992,9/21/2023,#harmonyproject #erasumus #G20SummitDelhi #G20Summit2023 #G20India             ,HydUniv                                     
@BizzBuzzNews,"Firm measures for achieving sustainable growth, lasting peace must top G21 agenda 

check out the story : bizzbuzz.news/industry/firm-…
#G20SummitDelhi #G20Bharat #G20Summit #G20India #G20Summit2023 #G20Bharat2023 #G20India2023",0,0,0,0,https://twitter.com/BizzBuzzNews/status/1704814371770180053,9/21/2023,#G20SummitDelhi #G20Bharat #G20Summit #G20India #G20Summit2023 #G20Bharat2023 #G20India2023           ,                                     
@SSOIndia,"Tips to #StaySafeOnline ????
Visit: staysafeonline.in
#cybersecuritytips #G20India #G20Summit #g20org
@GoI_MeitY @_DigitalIndia @g20org @mygovindia @NeGD_GoI @PMOIndia @rashtrapatibhvn @MEAIndia @IndianEmbRiyadh @IndianDiplomacy",0,0,0,0,https://twitter.com/SSOIndia/status/1704808983792595400,9/21/2023,#StaySafeOnline #cybersecuritytips #G20India #G20Summit #g20org             ,GoI_MeitY _DigitalIndia g20org mygovindia NeGD_GoI PMOIndia rashtrapatibhvn MEAIndia IndianEmbRiyadh IndianDiplomacy                            
@IYM2023,"Millets Inspiring Art: From Ganesha Idol, Millet portraits to Millet Rangoli, here’s a peek into some artful installations made out of millet grains at MoA&FW’s exhibition for spouses of #G20 Leaders.
@g20org
#IYM2023 #ShreeAnna #G20India",0,22,0,26,https://twitter.com/IYM2023/status/1702263559563198896,9/14/2023,#G20 #IYM2023 #ShreeAnna #G20India              ,g20org                                     
@melindagates,"#G20India showed the world that achieving progress on gender equality isn't just about the benefits to women, but to entire communities and countries. Thank you to India for your leadership in showing the world how to prioritize women-led development throughout your role as the G20 lead @smritiirani @MinistryWCD @amitabhk87 firstpost.com/india/we-commi…",51,64,4,262,https://twitter.com/melindagates/status/1701645059509157891,9/12/2023,#G20India                 ,smritiirani MinistryWCD amitabhk87                                   
@airnewsalerts,"An artist from Rajasthan expresses gratitude for providing an opportunity to showcase his art before #G20 Delegates at #Craft Bazaar at Pragati Maidan in New Delhi.

Report: Rahisuddin Rihan | #G20Summit #G20India #G20India2023 #G20SummitDelhi @g20org",26,864,38,4999,https://twitter.com/airnewsalerts/status/1700175837603962895,9/8/2023,#G20 #Craft #G20Summit #G20India #G20India2023 #G20SummitDelhi            ,g20org                                     
@BVDU_COA,"A message to delegates from Head of the state India ????Yuvamanthan Model G20 B.V.D.U. College of ayurved & hospital, Pune
#BVDUAyuYMG20
#AYUSHforKutumba
#VasudhaivaKutumbakam
#G20
#Y20
#YMG20
#Yuvamanthan
#G20India
#Y20India
@ugc_india
@Yuvamanthan_org
@mygovindia
@moayush",0,1,0,1,https://twitter.com/BVDU_COA/status/1704800469418484086,9/21/2023,#BVDUAyuYMG20 #AYUSHforKutumba #VasudhaivaKutumbakam #G20 #Y20 #YMG20 #Yuvamanthan #G20India #Y20India         ,ugc_india Yuvamanthan_org mygovindia moayush                                  
@PiyushGoyal,Power of #G20India,128,2833,38,18807,https://twitter.com/PiyushGoyal/status/1700445831701389702,9/9/2023,#G20India                 ,                                     
@RT_India_news,"Words of praise for ????‘s G20 Presidency from ????’s Foreign Ministry (@mfa_russia) Spox Maria Zakharova

#G20India | #G20Summit2023 | #G20Summit | #India | #Russia",9,32,1,184,https://twitter.com/RT_India_news/status/1697176217500180915,8/31/2023,#G20India #G20Summit2023 #G20Summit #India #Russia             ,mfa_russia                                     
@HardeepSPuri,"The world’s quest for cleaner & greener energy gains historic momentum! On a momentous occasion PM Sh @narendramodi Ji launches #GlobalBiofuelsAllianceAtG20 with the support of 19 major consumer, producer & interested countries & 12 organisations on sidelines of #G20India today!",50,1368,54,4713,https://twitter.com/HardeepSPuri/status/1700482352634576927,9/9/2023,#GlobalBiofuelsAllianceAtG20 #G20India                ,narendramodi                                     
@TPOadvisory,"World Leaders discussed crypto regulations at G20. Here’s everything you need to know.
#bitcoin #cryptocurrency #crypto #G20 #Modi #G20Summit #G20India",1,0,0,1,https://twitter.com/TPOadvisory/status/1704800504596123906,9/21/2023,#bitcoin #cryptocurrency #crypto #G20 #Modi #G20Summit #G20India           ,                                     
@InfoSecAwa,"Tips to #StaySafeOnline ????
Visit: staysafeonline.in
#cybersecuritytips #G20India #G20Summit #g20org
@GoI_MeitY @_DigitalIndia @g20org @mygovindia @NeGD_GoI
@RokEmbIndia @MEAIndia @ranganathan_sr",0,0,0,2,https://twitter.com/InfoSecAwa/status/1704793883467805052,9/21/2023,#StaySafeOnline #cybersecuritytips #G20India #G20Summit #g20org             ,GoI_MeitY _DigitalIndia g20org mygovindia NeGD_GoI RokEmbIndia MEAIndia ranganathan_sr                              
@SSOIndia,"Tips to #StaySafeOnline ????
Visit: staysafeonline.in
#cybersecuritytips #G20India #G20Summit #g20org
@GoI_MeitY @_DigitalIndia @g20org @mygovindia @NeGD_GoI @PMOIndia @rashtrapatibhvn
@RokEmbIndia @MEAIndia @ranganathan_sr",0,0,0,0,https://twitter.com/SSOIndia/status/1704793882981265579,9/21/2023,#StaySafeOnline #cybersecuritytips #G20India #G20Summit #g20org             ,GoI_MeitY _DigitalIndia g20org mygovindia NeGD_GoI PMOIndia rashtrapatibhvn RokEmbIndia MEAIndia ranganathan_sr                            
@HardeepSPuri,"The highly successful #G20India under India’s landmark ‘People’s Presidency’ helmed by PM @narendramodi Ji & the key takeaways from the summit have set an exemplary template for others to follow. 

@PMOIndia @AmitShah @MEAIndia @g20org @DrSJaishankar @amitabhk87 @nsitharaman",9,426,1,676,https://twitter.com/HardeepSPuri/status/1700821624403231029,9/10/2023,#G20India                 ,narendramodi PMOIndia AmitShah MEAIndia g20org DrSJaishankar amitabhk87 nsitharaman                              
@AlongImna,"Now, this is what we call a SIXER !??

#G20India",19,195,0,1846,https://twitter.com/AlongImna/status/1700862137864745130,9/10/2023,#G20India                 ,                                     
@ddyadagirinews,"??#G20India  International Financial Architecture #IFA Working Group meeting  #Seoul
@g20org @RBI
#OneEarthOneFamilyOneFuture #vasudhaivakutumbakam",0,0,0,0,https://twitter.com/ddyadagirinews/status/1704788465647550485,9/21/2023,#G20India #IFA #Seoul #OneEarthOneFamilyOneFuture #vasudhaivakutumbakam             ,g20org RBI                                    
@GurezDiaries,"Innovation unleashed!  The removal of Article 370 allows businesses to thrive, leading to more job opportunities for the youth.  #kashmirtourism
#GurezDiaries #RisingKashmir #BeyondArticle370 #UnchainedJ&K #Article370Untangled #RedefiningJ&K #Kashmir #G20India #BadaltaKashmir",0,12,0,15,https://twitter.com/GurezDiaries/status/1687337592650686464,8/4/2023,#kashmirtourism #GurezDiaries #RisingKashmir #BeyondArticle370 #UnchainedJ #Article370Untangled #RedefiningJ #Kashmir #G20India #BadaltaKashmir        ,                                     
@india_narrative,"Prior to deliberations, Delegates of the 4th Infrastructure Working Group Meeting in #Khajuraho experience the calming power of #yoga through a rejuvenating yoga session

#IndiaNarrative #G20India @g20org",0,2,0,1,https://twitter.com/india_narrative/status/1704777037884559456,9/21/2023,#Khajuraho #yoga #IndiaNarrative #G20India              ,g20org                                     
@amitabhk87,"The #G20India New Delhi Leaders' Declaration has the lasting imprint of PM @narendramodi's visionary worldview—women-led development, human-centric progress, LiFE, inclusivity, & action-oriented outcomes. It's a reflection of his dedication to a world where no one is left behind. g20.org/content/dam/gtwenty/…",5,43,1,274,https://twitter.com/amitabhk87/status/1702886109116547251,9/16/2023,#G20India                 ,narendramodi                                     
