username,text,replies,retweets,quotes,likes,url,timestamp,Merged Hashtags.1,Merged Tweet Mentions
@MinOfCultureGoI,"As a part of #SpecialCampaign 3.0, the record room of the Ministry of Culture was inspected by the senior officials of the Ministry. As a part of this cleanliness drive a total of 4872 files were reviewed by them.

#CultureUnitesAll #G20India #AmritMahotsav",0,4,0,5,https://twitter.com/MinOfCultureGoI/status/1704467668043276790,9/20/2023,#SpecialCampaign #CultureUnitesAll #G20India #AmritMahotsav              ,                                     
@SanskariSaumyat,"UK PM, a proud Hindu ??????????
#RishiSunak #Hindu #Bharat #G20India",1,2,0,32,https://twitter.com/SanskariSaumyat/status/1700387780394909776,9/9/2023,#RishiSunak #Hindu #Bharat #G20India              ,                                     
@PandaJay,"Welcome to the splendor of India! ????

Celebrating our deep-rooted culture, vivid heritage, and warm hospitality, India proudly welcomes global leaders and delegates to the #G20 Summit. 

#G20India",1,487,3,588,https://twitter.com/PandaJay/status/1699809648831078493,9/7/2023,#G20 #G20India                ,                                     
@PandaJay,"India proudly welcomes all to the grandeur of this year's #G20Summit at New Delhi’s iconic Bharat Mandapam.??

A monumental event reflecting our nation's growing global prominence and dedication to strengthening international ties. ???? #G20India",7,466,1,666,https://twitter.com/PandaJay/status/1700174874084598161,9/8/2023,#G20Summit #G20India                ,                                     
@PandaJay,"'From G20 Presidency To Global Leadership, World Witnesses India's Meteoric Rise!' 
Yesterday, @navikakumar moderated a discussion between @PavanK_Varma & me on @TimesNow.
Do Watch ??
#G20India
vid.puffyan.us/rkCAFSoZGSE?si=EJ32…",1,386,0,409,https://twitter.com/PandaJay/status/1700381648905511374,9/9/2023,#G20India                 ,navikakumar PavanK_Varma TimesNow                                   
@PandaJay,"A monumental achievement under #G20India leadership. The integration of @_AfricanUnion into the permanent fold of #G20 symbolizes a giant leap towards our #OneEarthOneFamilyOneFuture ethos. ????

Deepening inclusiveness, India's championing of the global south and longstanding friendships with African nations underscore this move. It emphasizes unity in diversity and collaborative global progress. ??",4,398,1,446,https://twitter.com/PandaJay/status/1700463600819740959,9/9/2023,#G20India #G20 #OneEarthOneFamilyOneFuture               ,_AfricanUnion                                     
@PandaJay,"On the anniversary of 9/11, we solemnly remember the innocent lives lost and the unwavering spirit of unity that emerged. As emphasized in the #G20India Delhi Declaration, it's paramount we stand firm against terrorism in every form. 

Together, we foster global unity, uphold the values of peace, tolerance, and champion the cause of international cooperation. We remain committed to a future where such tragedies are a distant memory. 

One Earth, One Family, One Future. #UnitedAgainstTerrorism
@USAndIndia @MEAIndia @IndianEmbassyUS",4,537,0,601,https://twitter.com/PandaJay/status/1701074296301633940,9/11/2023,#G20India #UnitedAgainstTerrorism                ,USAndIndia MEAIndia IndianEmbassyUS                                   
@PandaJay,"As India concludes a successful G20 Summit, it stands as the resonant voice of the global south, carving a unique diplomatic mark. 

Under PM @narendramodi’s leadership, the global fraternity and media stand in admiration. 

#G20India",4,553,0,588,https://twitter.com/PandaJay/status/1701256142880714970,9/11/2023,#G20India                 ,narendramodi                                     
@hoorsheikh_fiza,"Dear Indians

Serious issue
This is the 1st time in Indian history that a foreign country has accused India of killing Canadian citizen,the blame does not lie with the #Modi govt but on???? 

Trade tie broken with #Canada 
May Visa stop
May raise this at the UN

#India #G20India",145,206,14,450,https://twitter.com/hoorsheikh_fiza/status/1703951548139597977,9/19/2023,#Modi #Canada #India #G20India              ,                                     
@MinOfCultureGoI,"Visit: yuva.gov.in/ for more information.

#MeriMaatiMeraDesh #CultureUnitesAll #G20India #AmritMahotsav

(2/2)",1,4,0,6,https://twitter.com/MinOfCultureGoI/status/1704529573776359743,9/20/2023,#MeriMaatiMeraDesh #CultureUnitesAll #G20India #AmritMahotsav              ,                                     
@OurMannahs,"#InPics | Fourth #G20 Infrastructure Working Group meeting under India's #G20Presidency starts in #MadhyaPradesh.

@g20org #G20India #1989TaylorsVersionVault",0,0,0,2,https://twitter.com/OurMannahs/status/1704746323688542406,9/21/2023,#InPics #G20 #G20Presidency #MadhyaPradesh #G20India #1989TaylorsVersionVault            ,g20org                                     
@PIBRaipur,"The 4??th Infrastructure Working Group #IWG meeting is all set to host #G20 delegates in #Khajuraho under #G20India Presidency. The meeting will  discuss other priorities outlined in the 2023 Infrastructure Agenda.
?? 21-22 September 2023
@g20org
@RBI
#OneEarthOneFamilyOneFuture",0,0,0,0,https://twitter.com/PIBRaipur/status/1704746258785788111,9/21/2023,#IWG #G20 #Khajuraho #G20India #OneEarthOneFamilyOneFuture             ,g20org RBI                                    
@opinion_tt,"The G20 Summit did not meet India's needs, argues Sushant Singh

#G20SummitDelhi #G20India #newdelhileadersdeclaration #geopolitics #Diplomacy
@SushantSin @leo_mukherjee
telegraphindia.com/opinion/g…",0,1,0,1,https://twitter.com/opinion_tt/status/1704729740622651562,9/21/2023,#G20SummitDelhi #G20India #newdelhileadersdeclaration #geopolitics #Diplomacy             ,SushantSin leo_mukherjee                                    
@g20org,"On Day 2, delegates focused on the way forward on #FWG outcomes under #G20India. The #G20 reports on 'Macroeconomic Impacts of Food and Energy Insecurity' and 'Macroeconomic Risks Stemming from Climate Change and Transition Pathways', reflected in the #NewDelhi Leaders’ Declaration were delivered.

They also visited the Nandanvan Jungle Safari and learnt about the conservation of biodiversity.",5,13,1,51,https://twitter.com/g20org/status/1704194163661754546,9/19/2023,#FWG #G20India #G20 #NewDelhi              ,                                     
@g20org,"A city steeped in history, offering glimpses of ????'s rich heritage and culture - #Raipur!

The bustling capital of #Chhattisgarh is geared up to host the 4th Framework Working Group Meeting. Through extensive deliberations, the #G20India delegates will aim to further promote Strong, Sustainable, Balanced, and Inclusive Growth (SSBIG) across #G20. 

#FWG

??? September 18-19, 2023",11,79,1,428,https://twitter.com/g20org/status/1703394817038803000,9/17/2023,#Raipur #Chhattisgarh #G20India #G20 #FWG             ,                                     
@HardeepSPuri,"Met my friend HE Sultan Ahmed Al Jaber, Minister of Industry & Advanced Technology of UAE; MD & Group CEO of @ADNOCGroup & President-Designate for #COP28 at #BharatMandapam during #G20India on the day PM @narendramodi Ji launched the #GlobalBiofuelsAllianceAtG20
@g20org",16,510,3,1620,https://twitter.com/HardeepSPuri/status/1700556254794686903,9/9/2023,#COP28 #BharatMandapam #G20India #GlobalBiofuelsAllianceAtG20              ,ADNOCGroup narendramodi g20org                                   
@HardeepSPuri,"Delighted to meet my friend, President & CEO of UNICA, Dr. Evandro Gussi.
As it’s steadfast partner, #UNICA has already initiated collaboration on  steps ahead for the enduring success of #GlobalBiofuelsAlliance launched by PM @narendramodi Ji during #G20India",1,386,0,517,https://twitter.com/HardeepSPuri/status/1701497046660981023,9/12/2023,#UNICA #GlobalBiofuelsAlliance #G20India               ,narendramodi                                     
@DDIndialive,"The 4??th Infrastructure Working Group #IWG meeting is all set to host #G20 delegates in #Khajuraho under #G20India Presidency. The meeting will  discuss other priorities outlined in the 2023 Infrastructure Agenda.   

??? 21-22 September 2023

@g20org | @RBI
#VasudhaivaKutumbakam",0,2,0,2,https://twitter.com/DDIndialive/status/1704718345084481910,9/21/2023,#IWG #G20 #Khajuraho #G20India #VasudhaivaKutumbakam             ,g20org RBI                                    
@MinOfCultureGoI,"Leaving behind the hallowed halls of the old parliament house, we step into the #NewParliamentBuilding with a renewed commitment to democracy. 

#FromTheArchives #CultureUnitesAll #G20India #AmritMahotsav #CentralHall 

(1/2)",1,17,0,39,https://twitter.com/MinOfCultureGoI/status/1704065343025815692,9/19/2023,#NewParliamentBuilding #FromTheArchives #CultureUnitesAll #G20India #AmritMahotsav #CentralHall            ,                                     
@raman48174992,"Welcome to Trudo @g20org which was a Grand Success?? according to @POTUS
#G20SummitDelhi #G20Bharat2023 #G20India #G20????",0,0,0,1,https://twitter.com/raman48174992/status/1704725121871630608,9/21/2023,#G20SummitDelhi #G20Bharat2023 #G20India #G20              ,g20org POTUS                                    
@BnzEnglish,"Trudeau refused presidential suite offered by India during G20 Summit: Report

@JustinTrudeau #Khalistan #canadaindia #NewsUpdate #G20India",0,0,0,0,https://twitter.com/BnzEnglish/status/1704722712806199307,9/21/2023,#Khalistan #canadaindia #NewsUpdate #G20India              ,JustinTrudeau                                     
@ayudh_india,"Adarsh Vidyalaya in Chhattisgarh, deserves a big round of applause for successfully completing the challenging #999Challenge organized by #AYUDH! Well done to the students for their dedication to this holistic practice. #IHH #G20India #Integratedholistichealth #C20 #C20India",0,0,0,0,https://twitter.com/ayudh_india/status/1704716835759735123,9/21/2023,#999Challenge #AYUDH #IHH #G20India #Integratedholistichealth #C20 #C20India           ,                                     
@Reprieve,"?? BREAKING: 100 parliamentarians have written to Rishi Sunak demanding he seeks the release of Jagtar Singh Johal at the #G20India Summit this week. bbc.co.uk/news/uk-politics-6… #FreeJaggiNow

??1/4",13,150,10,251,https://twitter.com/Reprieve/status/1699346034365800637,9/6/2023,#G20India #FreeJaggiNow                ,                                     
@ayudh_india,"Congratulations to DAV Mukhyamantry Public School in Chhattisgarh, for completing the challenging #999Challenge! Embracing Surya Namaskar and dedicating time to World Peace meditation is a wonderful way to rejuvenate both mentally and physically. #AYUDH #IHH #G20India #C20",0,0,0,0,https://twitter.com/ayudh_india/status/1704715030984352066,9/21/2023,#999Challenge #AYUDH #IHH #G20India #C20             ,                                     
@bharat_shrishti,"You could be anything in the world and the world will applaud you as you are!
Let's do our bit in unfurling their wings! 
#women #WomensRightsAreHumanRights #sonusood #soodfoundation #PMModi #G20India #G20Summit #G20Summit2023",0,0,0,0,https://twitter.com/bharat_shrishti/status/1704699472398385229,9/21/2023,#women #WomensRightsAreHumanRights #sonusood #soodfoundation #PMModi #G20India #G20Summit #G20Summit2023          ,                                     
@bsnl_ap_circle,"Sketch / Painting #Competition for children, Let’s paint a new #DigitalIndia.  For any query kindly follow the link: shorturl.at/noCN5 #BSNL #BharatFibre #G20India",0,2,0,7,https://twitter.com/bsnl_ap_circle/status/1704366564105920754,9/20/2023,#Competition #DigitalIndia #BSNL #BharatFibre #G20India             ,                                     
@Rajinde20579045,"This is Srinagar, Kashmir. Prepped for G20.
Indian tricolor shining in all its glory all over the city. 
#G20India #G20_in_Kashmir @g20org",0,1,0,1,https://twitter.com/Rajinde20579045/status/1658754873066921984,5/17/2023,#G20India #G20_in_Kashmir                ,g20org                                     
@thomjeff,This another one of those ‘pull asides’? Seems he’s being sidelined like last week at #G20India #UNGA #cdnpoli,0,0,0,0,https://twitter.com/thomjeff/status/1704681883940843775,9/21/2023,#G20India #UNGA #cdnpoli               ,                                     
@BSNLCorporate,"Let's celebrate the power of the people and the principles that unite us all.
#InternationalDayofDemocracy @UN
#BSNL #G20India #DemocracyDay",11,33,1,86,https://twitter.com/BSNLCorporate/status/1702504890663387240,9/15/2023,#InternationalDayofDemocracy #BSNL #G20India #DemocracyDay              ,UN                                     
@ShamaJunejo,"The Indian hit list contains 20 Sikh leaders, amongst them 6 are in the UK, and in police protection. However, they are intimidated because UK PM @RishiSunak vowed to work with India (being a proud Hindu) against Sikh separatists by labelling them as extremists at #G20India",5,1215,2,1790,https://twitter.com/ShamaJunejo/status/1704246001912230178,9/20/2023,#G20India                 ,RishiSunak                                     
@Shantanu_bjp,"Honoured to have warmly welcomed Hon'ble Prime Minister of Netherlands Shri Mark Rutte ji as he arrives in #Delhi to attend #G20Summit2023.

Bharat???? is geared up for the #G20Summit and making history under leadership of Hon'ble PM Shri @narendramodi ji 

#G20India???? ll @MinPres",12,104,7,559,https://twitter.com/Shantanu_bjp/status/1700193243600925047,9/8/2023,#Delhi #G20Summit2023 #G20Summit #G20India              ,narendramodi MinPres                                    
@ijayeshradadiya,"PM Shri @narendramodi held bilateral meeting with PM @KumarJugnauth of Mauritius in New Delhi & discussed cooperation in sectors like infrastructure, FinTech, culture and more.  ????????

#G20India ??",1,23,0,80,https://twitter.com/ijayeshradadiya/status/1700167215214116979,9/8/2023,#G20India                 ,narendramodi KumarJugnauth                                    
@bsnl_ap_circle,"Everything on your fingertips. Get the app today to manage your broadband/FTTH/landline account.
Google Play: shorturl.at/ouOX3
App Store: shorturl.at/goKX2
#BSNLOnTheGo #DownloadNow #G20India #BSNL #joinBSNLfamily",0,4,0,7,https://twitter.com/bsnl_ap_circle/status/1704419291552985446,9/20/2023,#BSNLOnTheGo #DownloadNow #G20India #BSNL #joinBSNLfamily             ,                                     
@ijayeshradadiya,A historic moment as we hand over the gavel of the #G20India Presidency to Brazil ??????????,1,8,0,35,https://twitter.com/ijayeshradadiya/status/1700784333223862594,9/10/2023,#G20India                 ,                                     
@shwetha98818920,"@AshwiniVaishnaw @PMOIndia sir we dont have any permanent resolution for water dewatering at RUB,THIS IS 1KM FROM IT HUB. We all of us IT employes along with our kids are suffering everyday with traffic jams for 2 to 3 hours. Our leaders here  @PCMohanMP @MTF_Mobility
#G20India",5,43,1,13,https://twitter.com/shwetha98818920/status/1699112935396892803,9/5/2023,#G20India                 ,AshwiniVaishnaw PMOIndia PCMohanMP MTF_Mobility                                  
@AletheinVeritas,"Visual of Kuraopokpi Baptist Church being burnt by Armed Meiteis on 8th September 2023 was found circulated online. 

#SaveKuki_ZoTribals from #MeiteiBrutality #MeiteiAggression #ManipurHorror #G20SummitIndia #G20India #SeparateAdministration4Kuki_Zo @Spearcorps @official_dgar https://https://twitter.com/i/web/status/1700396963160858929",105,576,30,442,https://twitter.com/AletheinVeritas/status/1700396963160858929,9/9/2023,#SaveKuki_ZoTribals #MeiteiBrutality #MeiteiAggression #ManipurHorror #G20SummitIndia #G20India #SeparateAdministration4Kuki_Zo           ,Spearcorps official_dgar                                    
@kanhaiya_ksingh,"What just happened with @JustinTrudeau . Didn't he receive enough attention from Modi on G20 ? Oh might be the reason for revenge.

#JustinTrudeauSupportsTerrorism
#TrudeauMustGo
#Trudeau #TrudeauBacksTerror #G20India #IndiaCanada",3,2,0,2,https://twitter.com/kanhaiya_ksingh/status/1704299989105791037,9/20/2023,#JustinTrudeauSupportsTerrorism #TrudeauMustGo #Trudeau #TrudeauBacksTerror #G20India #IndiaCanada            ,JustinTrudeau                                     
@JapaninIndia,"Passion, Commitment and Excitement!! The members of the embassy of Japan stand ready for G20 Summit????????#G20India",23,157,8,2146,https://twitter.com/JapaninIndia/status/1699643167405219964,9/7/2023,#G20India                 ,                                     
@MServe2grow,"#WomenReservationBill2023 

In the DARKNESS of @narendramodi's  #CentralVista, SHONE the LIGHT @RahulGandhi !

@SarkarSupriyo @SupriyaShrinate @kanhaiyakumar @FriedrichPieter @PChidambaram_IN @smritiirani
#Election2024 | #AdaniScam | #ChinaFact | #G20India #ModiDisasterForIndia",0,0,1,4,https://twitter.com/MServe2grow/status/1704573792541098494,9/21/2023,#WomenReservationBill2023 #CentralVista #Election2024 #AdaniScam #ChinaFact #G20India #ModiDisasterForIndia           ,narendramodi RahulGandhi SarkarSupriyo SupriyaShrinate kanhaiyakumar FriedrichPieter PChidambaram_IN smritiirani                              
@DDIndialive,"Towards strengthening financial resilience!  

The 4th International Financial Architecture Working Group Meeting under #G20India will be held in #Seoul from September 21 - 22  

@g20org #IFAWG",0,1,0,2,https://twitter.com/DDIndialive/status/1704562316833079638,9/20/2023,#G20India #Seoul #IFAWG               ,g20org                                     
@Mayurmatam,"Now Senior DMK leader openly comes out in support of Canada and ridicules G20 summit organised by India.

Is that the stand of whole I.N.D.I alliance ??

#G20India
#INDIAAlliance",0,1,0,1,https://twitter.com/Mayurmatam/status/1704571046169559417,9/21/2023,#G20India #INDIAAlliance                ,                                     
@spmrfoundation,"Live: Discussion on ""India's #G20 Presidency: Pathbreaking Success & The Road Ahead"" 
#G20India #G20Bharat @g20org
vid.puffyan.us/live/z07lc15wadc…",0,2,0,3,https://twitter.com/spmrfoundation/status/1704455052050755943,9/20/2023,#G20 #G20India #G20Bharat               ,g20org                                     
@PTLBTruths,"Every time #G20 was hosted, it was followed by unanimous declaration. But nothing comes as close as the watered down declaration of #G20India https://twitter.com/IMPraveenDalal/s…. It was just a formality. #DigitalIndia #SpecialParliamentSession #ParliamentSpecialSession @OrwellianIndia",0,0,0,0,https://twitter.com/PTLBTruths/status/1704568643491606782,9/21/2023,#G20 #G20India #DigitalIndia #SpecialParliamentSession #ParliamentSpecialSession             ,OrwellianIndia                                     
@FinMinIndia,"Kicking off the 4??th #SFWG meeting in Varanasi under #G20India Presidency, discussions underway on the progress so far and actions taken to advance #G20 #Sustainable #Finance Roadmap.  

@g20org @RBI #OneEarthOneFamilyOneFuture #VasudhaivaKutumbakam #Varanasi",6,26,3,152,https://twitter.com/FinMinIndia/status/1701863406867828856,9/13/2023,#SFWG #G20India #G20 #Sustainable #Finance #OneEarthOneFamilyOneFuture #VasudhaivaKutumbakam #Varanasi          ,g20org RBI                                    
@SamuelPrab19085,"The G20 summit in Srinagar led to the establishment of world-class educational institutions, providing quality education and research opportunities in Kashmir. #G20Bharat #G20India #JammuKashmir",0,12,0,10,https://twitter.com/SamuelPrab19085/status/1700810875450593520,9/10/2023,#G20Bharat #G20India #JammuKashmir               ,                                     
@SamuelPrab19085,"Through the G20 summit, Srinagar aimed to promote digital literacy and connectivity, bridging the digital divide and empowering the people of Kashmir. #G20Bharat #G20India #JammuKashmir",0,14,0,11,https://twitter.com/SamuelPrab19085/status/1700811734590865814,9/10/2023,#G20Bharat #G20India #JammuKashmir               ,                                     
@deepak21pawar,"Hon'ble PM unveiled the logo,theme and wesbite for India's G20 Presidency2023. India to be the agenda setter for the world to follow.@G20_India #G20India #G20Summit #VasudhaivaKutumbakam #oneearthonefamilyonefuture @PMOIndia",0,1,0,1,https://twitter.com/deepak21pawar/status/1590238262580609024,11/9/2022,#G20India #G20Summit #VasudhaivaKutumbakam #oneearthonefamilyonefuture              ,G20_India PMOIndia                                    
@FIIKSA,"#G20Summit: Milestones, Global Consensus, & #ClimateChange Commitments????

Check out the key highlights of #G20India

Our flagship conference is a platform for dynamic debates for an #ImpactOnHumanity. To be continued at #FII7 in Riyadh from Oct 24-26: bit.ly/FII_7",2,1,0,1,https://twitter.com/FIIKSA/status/1704556033199198363,9/20/2023,#G20Summit #ClimateChange #G20India #ImpactOnHumanity #FII7             ,                                     
@dipak_nooz,"#BangladeshPratidin #NarendraModi #RepublicDay #JoeBiden @PMOIndia #G20India
@JoeBiden @ericgarcetti 

Indian PM Modi has invited US President Joe Biden to be Republic Day Chief Guest in 2024: US Ambassador Eric Garcetti. 

bd-pratidin.com/internationa…",0,0,0,0,https://twitter.com/dipak_nooz/status/1704550717929963745,9/20/2023,#BangladeshPratidin #NarendraModi #RepublicDay #JoeBiden #G20India             ,PMOIndia JoeBiden ericgarcetti                                   
@Arvindharmapuri,"""Simple, easy…,"" Netherlands PM fascinated by India’s UPI..

#G20India #ModiHaiToMumkinHai",8,68,1,431,https://twitter.com/Arvindharmapuri/status/1701601237115027700,9/12/2023,#G20India #ModiHaiToMumkinHai                ,                                     
@Puspa007P,"There are only 2 countries in #G20 whose name starts with 'C'

China & Canada.

 #G20India2023 #G20SummitDelhi #G20Bharat #G20India",0,1,1,2,https://twitter.com/Puspa007P/status/1700392075517423785,9/9/2023,#G20 #G20India2023 #G20SummitDelhi #G20Bharat #G20India             ,                                     
